5.235987755982988157e-01,0.000000000000000000e+00,2.000000000000000111e-01,0.000000000000000000e+00,1.047197551196597631e+00,-7.853981633974482790e-01,-1.570796326794896558e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
5.199333592571070417e-01,1.083604819416780036e-03,1.968751434403383793e-01,-5.846896715596128224e-03,1.034788263356042126e+00,-7.299005870321431111e-01,-1.618399083153415852e+00,1.252319771759331356e-03,8.510078329581392820e-02,-1.111237571863815665e-01,2.568245523860031646e-02,-5.170542912916744477e-02,0.000000000000000000e+00
5.162643931015188370e-01,2.067867900612301458e-03,1.936921765634650738e-01,-1.158599634210720312e-02,1.019961922509673435e+00,-6.708009876465628185e-01,-1.667156891810677832e+00,2.447277866086195255e-03,1.681328390284280716e-01,-2.245224912255339433e-01,4.923863855431118847e-02,-1.056282907514159708e-01,0.000000000000000000e+00
5.125950724516467050e-01,2.930086176337160734e-03,1.904424786711778894e-01,-1.722147611064683836e-02,1.002454727261858691e+00,-6.076173538136431240e-01,-1.717287278923332217e+00,3.586248944803902428e-03,2.485051139140737886e-01,-3.406148717186264219e-01,7.012929448413504629e-02,-1.622390522886862363e-01,0.000000000000000000e+00
5.089293072977137955e-01,3.637568521036156806e-03,1.871128657224301328e-01,-2.275835576114094982e-02,9.819318965263579280e-01,-5.397699071423445183e-01,-1.769035631394541452e+00,4.671169768535005790e-03,3.253758941475282107e-01,-4.600316863090455621e-01,8.757609222225778978e-02,-2.222318843837733926e-01,0.000000000000000000e+00
5.052721653224586662e-01,4.141402065147251066e-03,1.836827590453605774e-01,-2.820249609390351395e-02,9.579828105645559200e-01,-4.666066354255521409e-01,-1.822641641514406885e+00,5.702750007257025196e-03,3.974969345268120069e-01,-5.837478940002895911e-01,1.004129363710891121e-01,-2.866638958445659746e-01,0.000000000000000000e+00
5.016307012716988423e-01,4.365493744532020041e-03,1.801192880682270236e-01,-3.356195918495992470e-02,9.301552528249370511e-01,-3.875361738220619578e-01,-1.878244410383809848e+00,6.682600013478217152e-03,4.629387785073051376e-01,-7.133125221181021436e-01,1.068247315287401689e-01,-3.571984751395356206e-01,0.000000000000000000e+00
4.980153974133860739e-01,4.188360145475137492e-03,1.763692900660816243e-01,-3.884815617004619415e-02,8.981292829475553408e-01,-3.025021996226333054e-01,-1.935579867683286714e+00,7.612058505737952924e-03,5.186339764859351220e-01,-8.512278420679986191e-01,1.039139511726164533e-01,-4.365078167546770915e-01,0.000000000000000000e+00
4.944424226307261305e-01,3.420120892557187032e-03,1.723499275308135459e-01,-4.407816898638067943e-02,8.623372017477770601e-01,-2.134374318536864101e-01,-1.993147173473025724e+00,8.492442113194761943e-03,5.597949091117951914e-01,-1.001409760914333757e+00,8.715508205851540957e-02,-5.287699338610508670e-01,0.000000000000000000e+00
4.909349587209007049e-01,1.815554972861899369e-03,1.679581559361437437e-01,-4.927607692129357120e-02,8.256444713422502746e-01,-1.277798111162987138e-01,-2.046373457579118593e+00,9.325045395055464592e-03,5.802124702420332625e-01,-1.168817644406892287e+00,5.071480717684639233e-02,-6.393199813417026478e-01,0.000000000000000000e+00
4.875146339351820179e-01,-7.321278083432141478e-04,1.631659594050384188e-01,-5.446439041901288830e-02,7.952294537358827187e-01,-6.137638131243604300e-02,-2.086589675569360036e+00,1.011114088252191949e-02,5.770279447023454189e-01,-1.355144213228514749e+00,-7.914983310282015794e-03,-7.702012852158861556e-01,0.000000000000000000e+00
