0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
5.205772719149119876e-01,2.557772143778651586e-01,-6.853529803483109084e-02,-3.046442605905714390e-02,-2.584896254870402421e-01,-2.863371100604252817e-01
4.918902300736829325e-01,2.417094418887899276e-01,-6.498604920594779066e-02,-3.018822721913058671e-02,-2.445755740098037867e-01,-2.709199046300643232e-01
4.621792449924070900e-01,2.271329919990884294e-01,-6.130346588981110817e-02,-3.033156614465236378e-02,-2.302334508932610824e-01,-2.554343620913144264e-01
4.316456903544920176e-01,2.121453752039705598e-01,-5.750971299803919745e-02,-3.131901261823620553e-02,-2.156031516855282382e-01,-2.405280392443953086e-01
4.004848079067144240e-01,1.968414258232824843e-01,-5.362636535513989888e-02,-3.018441303567808223e-02,-2.000823809705511158e-01,-2.240858769674211326e-01
3.688850183452874187e-01,1.813129666415710939e-01,-4.967429650140937208e-02,-2.934736564672294629e-02,-1.843830274252380441e-01,-2.076777891432402823e-01
3.370272376922228141e-01,1.656485511759864249e-01,-4.567381292433927292e-02,-2.892597525475011644e-02,-1.686143216269625489e-01,-1.914798070980378020e-01
3.050843494984262771e-01,1.499331769245145773e-01,-4.164456243553046888e-02,-2.894139691964266875e-02,-1.528558705506735949e-01,-1.756379109608908751e-01
2.732207303784298658e-01,1.342480416224481610e-01,-3.760552918664550326e-02,-2.926811845165910170e-02,-1.371676122965578837e-01,-1.600975815371645516e-01
2.415918612405975052e-01,1.186703180049352851e-01,-3.357500615177525655e-02,-2.975953998022429908e-02,-1.215959858217359746e-01,-1.448929598728089241e-01
2.103440145858511967e-01,1.032729522642116538e-01,-2.957056354437568452e-02,-3.033525372707491369e-02,-1.062062419916925821e-01,-1.299486016734913707e-01
1.796140131285044184e-01,8.812448755568581815e-02,-2.560901485337180317e-02,-3.091682667403644613e-02,-9.104914232491989612e-02,-1.153634827484876224e-01
1.495290547232518974e-01,7.328891383818240957e-02,-2.170638197029617703e-02,-3.149964471752879358e-02,-7.619751038673214238e-02,-1.010807323896325133e-01
1.202065985213547072e-01,5.882554515997248656e-02,-1.787786060762176082e-02,-3.200953100022960879e-02,-6.169294731459260689e-02,-8.720707913027540836e-02
9.175430738373464845e-02,4.478892524415481469e-02,-1.413778692566031690e-02,-3.246804161135472683e-02,-4.760652103821703951e-02,-7.367503133847644325e-02
6.427004180660141064e-02,3.122876190714422504e-02,-1.049960602921519263e-02,-3.280033830776190457e-02,-3.396887059505342837e-02,-6.059158354984341827e-02
3.784190092717246851e-02,1.818989048558881938e-02,-6.975842790586315491e-03,-3.304704141999088157e-02,-2.084717941166652766e-02,-4.788189127662132588e-02
1.254830653849359733e-02,5.712266071702267085e-03,-3.578075314419657416e-03,-3.313426648231476701e-02,-8.260939907874074659e-03,-3.565172850823689066e-02
-1.154187357624392174e-02,-6.169016015934532596e-03,-3.169112825247791406e-04,-3.311563311010753963e-02,3.728396605418698388e-03,-2.382217033036793802e-02
-3.436916630275583390e-02,-1.742367245364395689e-02,2.798032605777073679e-03,-3.292041205843174861e-02,1.511220462186629171e-02,-1.249720990456456432e-02
-5.588330080879368861e-02,-2.802615807732458317e-02,5.758147864831954232e-03,-3.260934511783154105e-02,2.583634534051459930e-02,-1.595863163607278215e-03
-7.604298575976450869e-02,-3.795556752597022132e-02,8.555847852816170218e-03,-3.211723274591049559e-02,3.590251041054118297e-02,8.779815516342289947e-03
-9.481565852351349355e-02,-4.719551413819905034e-02,1.118457748406033979e-02,-3.150650144657438090e-02,4.526503783730596170e-02,1.871202047157383141e-02
-1.121772085458450224e-01,-5.573398806640653819e-02,1.363881867287955983e-02,-3.071995784637966687e-02,5.393521170924100300e-02,2.810060801045744308e-02
-1.281116769314680215e-01,-6.356319571457511031e-02,1.591409114601408797e-02,-2.981682687807052715e-02,6.187650337165191694e-02,3.702900586298148861e-02
-1.426109341738220904e-01,-7.067938269931008100e-02,1.800694827651580163e-02,-2.875061168922756968e-02,6.910893911128780653e-02,4.539880883967125497e-02
-1.556743379355456647e-01,-7.708264258154837179e-02,1.991496763734671230e-02,-2.757276574273358899e-02,7.560524919814758105e-02,5.329536168091763421e-02
-1.673083727804145771e-01,-8.277671362195676563e-02,2.163673604565252359e-02,-2.625076641630249771e-02,8.139326430116196331e-02,6.062154058337629325e-02
-1.775262737869583440e-01,-8.776876578022251019e-02,2.317182896318802088e-02,-2.482331260044060711e-02,8.645458935926071675e-02,6.746598325117035555e-02
-1.863476360226224704e-01,-9.206918011171015548e-02,2.452078422733449531e-02,-2.327664042853080234e-02,9.082388770331251138e-02,7.373170571533380069e-02
-1.937980119146124058e-01,-9.569132261918862625e-02,2.568507020254670939e-02,-2.162967518356956331e-02,9.449078145205622170e-02,7.951313886654511054e-02
-1.999084986098955963e-01,-9.865131449769426464e-02,2.666704855619554670e-02,-1.989592559044763703e-02,9.749584962570694013e-02,8.471073276111952544e-02
-2.047153174644484597e-01,-1.009678005723750188e-01,2.746993196905697307e-02,-1.806175343908526104e-02,9.983542427563908694e-02,8.942954684171344759e-02
-2.082593878347740179e-01,-1.026617175778073293e-01,2.809773718409512219e-02,-1.618587054565161915e-02,1.015552759831538920e-01,9.356119162981813009e-02
-2.105858973591217542e-01,-1.037560637680131903e-01,2.855523387442037223e-02,-1.419386924923449547e-02,1.026566693072901437e-01,9.723164013943758066e-02
-2.117438709095799954e-01,-1.042756711842592471e-01,2.884788987074070679e-02,-1.223294710718930006e-02,1.031902309929438738e-01,1.003087871388926439e-01
-2.117857403687209983e-01,-1.042469817472254645e-01,2.898181333010016111e-02,-1.009616625739789310e-02,1.031598348096742501e-01,1.029637204645911103e-01
-2.107669173363541371e-01,-1.036978281852483919e-01,2.896369245215207541e-02,-8.137175630670345772e-03,1.026211968105107120e-01,1.050032904557357955e-01
-2.087453708046110024e-01,-1.026572206643150964e-01,2.880073335835451123e-02,-5.810807461866191424e-03,1.015780188306488196e-01,1.067060732632855030e-01
-2.057812117549412123e-01,-1.011551398507288813e-01,2.850059674542730279e-02,-4.031359239060374779e-03,1.000912731064254185e-01,1.077203247216321352e-01
-2.019362865308084454e-01,-9.922233701559114716e-02,2.807133390944249046e-02,-1.294795565883231393e-03,9.816341941108529257e-02,1.085926570859866713e-01
-1.972737807271334742e-01,-9.689014168225142110e-02,2.752132271322067780e-02,6.787563733488474749e-05,9.585322152028349918e-02,1.086498255378901823e-01
-1.918578352139722609e-01,-9.419027722388680079e-02,2.685920403925333780e-02,3.565876946899169259e-03,9.317808566574560525e-02,1.088318716787972790e-01
-1.857531757795291005e-01,-9.115468473788199133e-02,2.609381923485156254e-02,7.315724108135001832e-03,9.018487039916124604e-02,1.086726136577851054e-01
-1.790247577382681476e-01,-8.781535545581403701e-02,2.523414901701973023e-02,7.128906874568794946e-03,8.687126029066488675e-02,1.074460432891323203e-01
-1.717374267053105863e-01,-8.420417189123072244e-02,2.428925426277459346e-02,1.066011469197512135e-02,8.333320721322665103e-02,1.063767037964024054e-01
-1.639555965901276779e-01,-8.035275788057313906e-02,2.326821906714293328e-02,4.189015473760047611e-03,7.945822719824530145e-02,1.038062133812729798e-01
-1.557429457123565286e-01,-7.629233763383189149e-02,2.218009640657464532e-02,8.768884079893530387e-03,7.551934637892854241e-02,1.020134546391962688e-01
-1.471621317918510030e-01,-7.205360387918206821e-02,2.103385670056529336e-02,1.293447079675286333e-02,7.141362734590618599e-02,9.980375412264766433e-02
-1.382745264153880105e-01,-6.766659515828479798e-02,1.983833951938318921e-02,1.643869296628651736e-02,6.716661985685865033e-02,9.719811530844524317e-02
-1.291399694351910710e-01,-6.316058230473621526e-02,1.860220864139766617e-02,1.622109071248415899e-02,6.277138368928365797e-02,9.412711460597318613e-02
-1.198165436110567444e-01,-5.856396411592081075e-02,1.733391062001127594e-02,1.935548813718357408e-02,5.833388984077370748e-02,9.091889101837280496e-02
-1.103603696696751901e-01,-5.390417220724862818e-02,1.604163697801908733e-02,1.608342051249447499e-02,5.378637407071333587e-02,8.731723941514327181e-02
-1.008254218229533983e-01,-4.920758501651743833e-02,1.473329010672706774e-02,1.958145884468694142e-02,4.927256480451480680e-02,8.358310529860205063e-02
-9.126336366283731294e-02,-4.449945090433062023e-02,1.341645290870371529e-02,2.258330730586866758e-02,4.474938540380279939e-02,7.963706123414322768e-02
-8.172340423418283928e-02,-3.980382027364302161e-02,1.209836218692809072e-02,2.415947119217923961e-02,4.023652172663467336e-02,7.555162080195675089e-02
-7.225217398031122396e-02,-3.514348660744805869e-02,1.078588574958790763e-02,2.322927652628146988e-02,3.575992076744442805e-02,7.142233604016995363e-02
-6.289362015849166154e-02,-3.053993629824906797e-02,9.485503169080549205e-03,2.578615482093715716e-02,3.134696912220689968e-02,6.699856164953910120e-02
-5.368892123495410534e-02,-2.601330711645274615e-02,8.203290106022449735e-03,2.733615841306770433e-02,2.701167110301225943e-02,6.253591205827413457e-02
-4.467641969120036971e-02,-2.158235513737566738e-02,6.944906084370901581e-03,2.540254113395489649e-02,2.282738335489560219e-02,5.819540255016249219e-02
-3.589157260519627163e-02,-1.726442991856421208e-02,5.715585582138666722e-03,2.767353827355326437e-02,1.868857759699284887e-02,5.351519278497603865e-02
-2.736691931217265575e-02,-1.307545769094628843e-02,4.520132283629476298e-03,2.956866653358061758e-02,1.467472760593179631e-02,4.882566424161565583e-02
-1.913206539980136928e-02,-9.029932299490455935e-03,3.362916323588871059e-03,3.076510382884896019e-02,1.080482648035471609e-02,4.419451259563748208e-02
-1.121368225087659640e-02,-5.140913601938641719e-03,2.247874341070212403e-03,3.155440359971740244e-02,7.169214816291094756e-03,3.960479919771595081e-02
-3.635521312719171370e-03,-1.420033008337090365e-03,1.178512151048536358e-03,3.271134407986018428e-02,3.599565176984884530e-03,3.498615267725410649e-02
3.581557754317793527e-03,2.122494180082892118e-03,1.579098347516700717e-04,3.315544778306044049e-02,2.465566553599332481e-04,3.049644121396960506e-02
1.041954591728630475e-02,5.477849996213660956e-03,-8.112709548284542617e-04,3.403051838943996210e-02,-2.979648529091184165e-03,2.601270770618858280e-02
1.686323148270406705e-02,8.638588979783336924e-03,-1.726777677887691379e-03,3.449613831189034946e-02,-5.995893623106293528e-03,2.165851240970917413e-02
2.290013557235025254e-02,1.159860769764723548e-02,-2.586755788746027736e-03,3.499979032640329613e-02,-8.845659764949576412e-03,1.738698714572996240e-02
2.852043725969318974e-02,1.435310902589252702e-02,-3.389736016115961394e-03,3.558719561338627435e-02,-1.148288583708796315e-02,1.321368344012501146e-02
3.371688926442634876e-02,1.689856161899236028e-02,-4.134620242022909835e-03,3.595825116284027262e-02,-1.393421073594125134e-02,9.186545328942117422e-03
3.848472509940515512e-02,1.923265499911776949e-02,-4.820666173012849200e-03,3.612885791460192925e-02,-1.619424978370033116e-02,5.317357519317874280e-03
4.282155855765152480e-02,2.135425070346171073e-02,-5.447470990153071776e-03,3.610768291831363552e-02,-1.825917192337869407e-02,1.617525704013098118e-03
4.672727641730625020e-02,2.326332992909403707e-02,-6.014954155973299688e-03,3.589829777973048419e-02,-2.012704710407491049e-02,-1.902083246516727763e-03
5.020392522970106020e-02,2.496093811356422942e-02,-6.523339547128236340e-03,3.551232481718361728e-02,-2.179724516804843262e-02,-5.233027569775985412e-03
5.325559304026444840e-02,2.644912688534573064e-02,-6.973137071406217656e-03,3.496211789542397891e-02,-2.327059301845088579e-02,-8.368311661696249681e-03
5.588828687391018957e-02,2.773089381146517582e-02,-7.365123916984468722e-03,3.425989453133278240e-02,-2.454919002506959422e-02,-1.130223091382793164e-02
5.810980679602988086e-02,2.881012036049995090e-02,-7.700325570743991183e-03,3.341711821951660194e-02,-2.563621416019971552e-02,-1.403017311948575457e-02
5.992961733728774387e-02,2.969150848778332255e-02,-7.979996731209221261e-03,3.244365394950896042e-02,-2.653575857842803767e-02,-1.654827248246986196e-02
6.135871704524269166e-02,3.038051623639398055e-02,-8.205602230450272788e-03,3.134717626095755855e-02,-2.725271584269125039e-02,-1.885304899693185030e-02
6.240950689847236943e-02,3.088329273255143934e-02,-8.378798068244517477e-03,3.013588561684254694e-02,-2.779276330128447811e-02,-2.094209685428524009e-02
6.309565828945881694e-02,3.120661293766129052e-02,-8.501412651083473451e-03,2.882489387051989996e-02,-2.816242041223153067e-02,-2.281636552795491407e-02
6.343198125116647490e-02,3.135781250168283990e-02,-8.575428318351643181e-03,2.743399268657056508e-02,-2.836889845232033747e-02,-2.447994681652843063e-02
6.343429356910740280e-02,3.134472304394941150e-02,-8.602963228292476866e-03,2.597927764961876010e-02,-2.841980054202796618e-02,-2.593720352501056522e-02
6.311929138593572186e-02,3.117560816828139972e-02,-8.586253667286804225e-03,2.447249237174178513e-02,-2.832300471689960797e-02,-2.719209780641185931e-02
6.250442186939947353e-02,3.085910049938406924e-02,-8.527636837550950366e-03,2.292349721076671412e-02,-2.808665458762473616e-02,-2.824880256824470123e-02
6.160775847702337771e-02,3.040414000728023855e-02,-8.429534170641992535e-03,2.134152504436626074e-02,-2.771914017531789190e-02,-2.911206727670810970e-02
6.044787931238397583e-02,2.981991386606576769e-02,-8.294435207144058159e-03,1.973553417434604704e-02,-2.722905971798842209e-02,-2.978730900214342572e-02
5.904374902852726342e-02,2.911579807272271850e-02,-8.124882076592607194e-03,1.811425353544931019e-02,-2.662517319520717185e-02,-3.028059427884694302e-02
5.741460469417000723e-02,2.830130103118861165e-02,-7.923454606047444782e-03,1.648614808075971050e-02,-2.591635368910857537e-02,-3.059858617044839205e-02
5.557984599808235560e-02,2.738600928649403618e-02,-7.692756080710539193e-03,1.485937138360583082e-02,-2.511153917808323435e-02,-3.074848168917145713e-02
5.355893012670016884e-02,2.637953557359331777e-02,-7.435399675557233939e-03,1.324172268695101087e-02,-2.421968586659252118e-02,-3.073794760423448000e-02
5.137127160979895746e-02,2.529146932564665592e-02,-7.153995573052665015e-03,1.164061162671332569e-02,-2.324972356148990310e-02,-3.057505719295113347e-02
4.903614738921206057e-02,2.413132976698685941e-02,-6.851138778600412982e-03,1.006303026202133057e-02,-2.221051335781665942e-02,-3.026822875230937224e-02
