5.235987755982988157e-01,0.000000000000000000e+00,2.000000000000000111e-01,0.000000000000000000e+00,1.047197551196597631e+00,-7.853981633974482790e-01,-1.570796326794896558e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
5.121768246232234478e-01,3.338849668256925127e-03,1.902495296065874753e-01,-1.821981775712485166e-02,1.008528276299762494e+00,-6.124590416408248750e-01,-1.719133920445467645e+00,3.902412886502166882e-03,2.651857552591115885e-01,-3.462774012090805709e-01,8.002991839999552826e-02,-1.611215643499629424e-01,0.000000000000000000e+00
4.999846724373218088e-01,5.639763452505020327e-03,1.791641356408809893e-01,-3.655952252390280710e-02,9.400211518443415404e-01,-3.867309782282846164e-01,-1.891043386790395076e+00,7.472082434191553921e-03,5.208503922737516278e-01,-7.434663356567390302e-01,1.380533515589686955e-01,-3.606692949419514349e-01,0.000000000000000000e+00
4.872357726174477155e-01,4.773371261285230642e-03,1.658579140337146929e-01,-5.502378926030235956e-02,8.245530874806287214e-01,-8.358563985342665204e-02,-2.093927753831752003e+00,1.064113630520791866e-02,7.134423238739646678e-01,-1.233642034208953131e+00,1.239789071317524138e-01,-6.441786174667285536e-01,0.000000000000000000e+00
4.746546069003420576e-01,-6.770760434087500119e-03,1.472510816396703781e-01,-7.414112182144450003e-02,7.381145214956441603e-01,9.383913844709648733e-02,-2.200536346944784949e+00,1.335505502811833167e-02,6.535861824232495065e-01,-1.967154764110016885e+00,-1.398245522594152579e-01,-1.173744029427343794e+00,0.000000000000000000e+00
4.622617996688653252e-01,-1.894638207658269277e-02,1.287775406301339132e-01,-9.374860801455048298e-02,8.332780910469100855e-01,-1.196371122344358773e-01,-2.098154867331921469e+00,1.557124716411907583e-02,5.809999971192347790e-01,-2.703200968547693428e+00,-4.133046653157900208e-01,-1.708896306112660746e+00,0.000000000000000000e+00
4.501044341363231172e-01,-3.124400386093257806e-02,1.107410762958402073e-01,-1.137224139391930511e-01,7.119161816110595176e-01,1.338862149329853868e-01,-2.246451688550652470e+00,1.726086315258095610e-02,5.066760080726198101e-01,-3.428274816226891897e+00,-6.847059482583531809e-01,-2.236892859895914576e+00,0.000000000000000000e+00
4.382513830634432450e-01,-4.376899139554896179e-02,9.314956394044837662e-02,-1.339723916825640293e-01,8.446872232807611791e-01,-1.579954940272173813e-01,-2.103576995064000421e+00,1.840730130078166091e-02,4.266072369765860905e-01,-4.142693431190702213e+00,-9.569189156937019103e-01,-2.759167278520409550e+00,0.000000000000000000e+00
4.267259685811878867e-01,-5.622427385837099750e-02,7.615476224840786457e-02,-1.543741780804132047e-01,6.939220594113707508e-01,1.613129170187880546e-01,-2.288355809689174070e+00,1.900578981297359332e-02,3.469298150802508918e-01,-4.839084609618378607e+00,-1.223429372355018696e+00,-3.268725422183104801e+00,0.000000000000000000e+00
4.156590906226473314e-01,-6.923302074902493164e-02,5.958807531213158176e-02,-1.749216309476998299e-01,8.487897372585567757e-01,-1.784056117329082813e-01,-2.119642955004286122e+00,1.906255162769053546e-02,2.504203032681402985e-01,-5.527635227948905161e+00,-1.499338800547683537e+00,-3.777876124133080715e+00,0.000000000000000000e+00
