5.235987755982988157e-01,0.000000000000000000e+00,2.000000000000000111e-01,0.000000000000000000e+00,1.047197551196597631e+00,-7.853981633974482790e-01,-1.570796326794896558e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
5.217485275267893519e-01,-9.501214183174519186e-04,1.977892293594979978e-01,-1.230640962950746604e-02,1.038518050012970928e+00,-7.537660084821243833e-01,-1.603980069101708539e+00,2.838118462910654404e-03,4.774093559068450475e-03,-8.590598063003755669e-02,-2.521940149487465060e-02,-5.591248557609446168e-02,0.000000000000000000e+00
5.199269517504820914e-01,-1.937784466552502916e-03,1.955806864445550630e-01,-2.411232159292781008e-02,1.029217296946674853e+00,-7.229118233656652848e-01,-1.635406105643595787e+00,5.370468387183720618e-03,8.349812078825990733e-03,-1.718264626441688980e-01,-5.117238503315144071e-02,-1.123042655321915551e-01,0.000000000000000000e+00
5.181343448616695380e-01,-2.961270144485233027e-03,1.933763413063725456e-01,-3.544955142132466541e-02,1.019410885158370750e+00,-6.928850620356213907e-01,-1.665148256764688695e+00,7.623264857690678284e-03,1.075750468991103909e-02,-2.576924193049232037e-01,-7.782379356702623374e-02,-1.691111210479860905e-01,0.000000000000000000e+00
5.163709489499487271e-01,-4.018882605269858202e-03,1.911780048497872253e-01,-4.634624643021847956e-02,1.009201093139665550e+00,-6.637234364024711120e-01,-1.693280460947090393e+00,9.620649945139831197e-03,1.202814846591197112e-02,-3.434397470472750902e-01,-1.051387256231305634e-01,-2.262728729582327847e-01,0.000000000000000000e+00
5.146367623252180445e-01,-5.108825414319598593e-03,1.889872571439822346e-01,-5.682948072058963823e-02,9.986761178537927330e-01,-6.354536389088131232e-01,-1.719871493259373718e+00,1.138450354162857600e-02,1.219905714878837671e-02,-4.290118785310421679e-01,-1.330798948569407170e-01,-2.837329265253131227e-01,0.000000000000000000e+00
5.129317957567655073e-01,-6.229377351161424943e-03,1.868055642522405690e-01,-6.692282758692406908e-02,9.879143147810022230e-01,-6.080940341623048973e-01,-1.744990772082144925e+00,1.293509357760815569e-02,1.130588734873892720e-02,-5.143557350346105173e-01,-1.616114700824292927e-01,-3.414383776034423112e-01,0.000000000000000000e+00
5.112559511562810854e-01,-7.378813752293706188e-03,1.846342333134573799e-01,-7.664807875241122503e-02,9.769838488293803858e-01,-5.816552235907056501e-01,-1.768704967563165864e+00,1.429096485153493780e-02,9.386276605180130655e-03,-5.994233822416131785e-01,-1.906974038233137658e-01,-3.993397018131191745e-01,0.000000000000000000e+00
5.096090606074694662e-01,-8.555434374894987232e-03,1.824744361735030351e-01,-8.602514762162208339e-02,9.659441474069330180e-01,-5.561412883257695894e-01,-1.791078649746534079e+00,1.546914098674078905e-02,6.478582678325493088e-03,-6.841712617658370910e-01,-2.203020603309041314e-01,-4.573906187566073034e-01,0.000000000000000000e+00
5.079908958822458853e-01,-9.757570888952852434e-03,1.803272199072363247e-01,-9.507226222659583004e-02,9.548468853656073563e-01,-5.315507378984704046e-01,-1.812174264454458950e+00,1.648525406038995125e-02,2.621545331337333737e-03,-7.685598798994004444e-01,-2.503903995394115567e-01,-5.155479350286513718e-01,0.000000000000000000e+00
